title,reply
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,根据我国刑法第十七条第一款的规定，贩卖毒品是要追究刑事责任的，但因为未满16周岁，根据该条第二款，应当从轻或者减轻处罚。中*人*共*国刑法第十七条相关条文：已满十四周岁不满十六周岁的人，犯故意杀人、故意伤害致人重伤或者死亡、强奸、抢劫、贩卖毒品、放火、爆炸、投毒罪的，应当负刑事责任。已满十四周岁不满十八周岁的人犯罪，应当从轻或者减轻处罚。
出车祸当时没住院两天后住院住院费应该有谁出,如果是车祸引起的，而且你没有责任就应该是负责任的当事人出，但是你需要证据证明是车祸引起的！
不宜采取口头形式，电子合同属于书面形式吗,《中华人民共和国合同法》第11条规定：“书面形式是指合同书、信件和数据电文（包括电报、电传、传真、电子数据交换和电子邮件）等可以有形地表现所载内容的形式。”可见，d电子合同已成为当事人订立书面合同的一种法定形式。
交警迟迟不下责任书,《道路交通事故处理程序规定》第49条相关规定，交通事故逃逸案尚未侦破的，受害人一方有权要求交警部门出具道路交通事故认定书，交警部门自接到书面申请之日后10日内做出认定书。据此，受害人一方可及时跟进交警了解进展，在必要时候可以主动向相关部门申请制作交通事故认定书，具体的申请方式需以书面形式进行。
我跟老公离婚老公说一分钱都不给我这怎么办,协商不成可以诉讼解决的，离婚时夫妻共同财产是均等分割的，
离婚后车辆处理问题,对方拒不执行离婚协议中的约定的话，建议去法院诉讼解决的，建议先不要过户给别人
猪场占地合同到期拆迁国家给补偿吗?,具体的要看合同书内容了。赔偿是不应该有的。补偿，主要是针对建筑物了。同时，建议研究下当地的拆迁补偿政策
婚后个人买的保险属于个人财产吗,保险属于个人婚前财产，婚后支付部分属于夫妻共同财产。
受赌罪9万退还怎么处分,根据《最高人民法院最高人民检察院关于办理贪污贿赂刑事案件适用法律若干问题的解释》第一条贪污或者受贿数额在三万元以上不满二十万元的，应当认定为刑法第三百八十三条第一款规定的“数额较大”，依法判处三年以下有期徒刑或者拘役，并处罚金。
办理离婚协议注意哪些问题,首先夫妻双方应确定是否自愿离婚。“百年修得同船渡，千年修得共枕眠”，在离婚之前，我想对您说的是每一段感情都来之不易，您应该认真冷静的考虑好是否离婚，是否做好离婚的心里准备。对于是否自愿离婚我还建议您可先找找自身因素，并给对方一次改过的机会，如果感情不是完全破裂，还有和好的可能性，则应珍惜现有感情，不轻易谈离婚，我国法律对于离婚的法定判断标准也是把控的非常严格。80%以上的夫妻感情最终宣告破裂，是因为第三者的介入，您看是否能妥善解决好外界因素对夫妻感情破坏的干扰，这也是夫妻生活的一门艺术。离婚前的首要问题--小孩的抚养权。离婚对于夫妻双方的精神打击和痛苦，成年人都难以承受，何况对于一个未成年的小孩。因此，夫妻双方再协议离婚时，应尽量降低离婚对小孩的伤害。在讨论小孩抚养权问题时，应更多的从有利小孩今后成长的角度来考虑，谁抚养对小孩今后的生活、教育、成长更有利，应协商由谁抚养。作为非抚养方应支付相应的抚养费，同时享有探望小孩的权利，怎么支付抚养费及如何行使探望权应在离婚协议书中明确下来。离婚财产分割--离婚的难点问题。离婚财产的分割包括夫妻婚前财产的分配工作、夫妻婚后共同财产的分配工作、夫妻共同债权债务的分配工作。离婚财产的表现形式不仅仅限于双方的银行存款，还包括股票、债券、住房公积金、养老金、房产、汽车、贵重首饰、家用电器等等。在做好分配工作之前，双方最好先应明财产清单，并注明财产购买时间、现在在谁名下、由谁管理，然后针对每一个财产双方进行协商分配。双方在离婚财产分配时，可以根据约定优于法定原则，双方自愿对财产自由的约定归属。如果说对一些重要财产产生争议，可以一起咨询法律专业人士，获取专业意见后，再根据法律规定来约定财产的分割方式。
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残",伤残等级需要去专业鉴定机构鉴定的
农村男青年结婚难，离婚率高究竟是怎么了,所谓百年修得同船渡，万年修的共枕眠。两个人从相识相认，到相亲相爱不容易。当初的海誓山盟，甜言蜜语，不顾家人反对非要在一起的决心你是否还清晰的记得？时间是考验也是见证。爱情不是占有，不是欲望，不是欺骗算计，不是简单的上床。爱情是两个惺惺相惜的人在一起，可以吃苦可以享乐共同经营好一个家。不要让父母受拖累而无休无止的劳作，不要让孩子在无辜中失去爱。
在外地离婚怎么办理，离婚登记需要哪些条件,离婚有两条途径，法院诉讼离婚和到民政部门婚姻登记机关办理协议离婚两种。现行规定是：必须到男女一方的常住户口所在地办理。协议离婚可以，诉讼离婚要有居住一年的证明，法院才受理。如果双方有一方在现居住地住满一年的，可以到法院调解离婚，不可以到民政局离婚。如果是双方就离婚事宜达成协议，可以回一方户籍所在地的婚姻登记部门办理协议离婚，如果一方在居住地已连续居住一年以上且能证明，可以在居住地法院办理离婚速裁。如果双方协商不成，如果被告在居住地已连续居住一年以上且能证明，可以在居住地法院起诉离婚。
交通事故责任对等三期如何理赔,三期是指休息期、护理期、营养期这三个期限，鉴定报告会认定这三个期限的天数，至于各项的每日标准各省都有各自的规定（请自行百度**省20**年三期标准即可），计算公式：期限X天*每日N元=该项赔付金额。
要离婚，还回老家起诉离婚，我在这边也可以起诉他吗,1、协议离婚：双方就离婚问题协商一致的，携带户口本、身份证、结婚证、离婚协议书，共同到一方当事人户口所在地的婚姻登记机关办理离婚登记。2、诉讼离婚：双方协商不成，一方可到被告户籍所在地或经常居住地（居住一年以上的地方）法院起诉要求离婚。
公司合同纠纷法人必须要出庭吗,公司合同纠纷需要诉讼的，可以由法定代表人代表公司进行*事诉讼，法定代表人不能出席的，可以委托其他人出庭。《中华人*共和国*事诉讼法》第四十八条公*、法人和其他组织可以作为*事诉讼的当事人。法人由其法定代表人进行诉讼。其他组织由其主要负责人进行诉讼。第四十九条当事人有权委托代理人，提出回避申请，收集、提供证据，进行辩论，请求调解，提起上诉，申请执行。当事人可以查阅本案有关材料，并可以复制本案有关材料和法律文书。查阅、复制本案有关材料的范围和办法由最*人*法*规定。当事人必须依法行使诉讼权利，遵守诉讼秩序，履行发生法律效力的判决书、裁定书和调解书。
